campaign_id,campaign_name,artist_name,genre,track_name,albom,track,promo
608754,V2.0 - Россия - EMIN - Жизнь игра - базы (скрытые),Nasty Babe,Поп/R&B,Ты не одна,0.0,1.0,0.0
6690893,Виктор Антонов - Крепко обнять (скрытые),SEREBRO,Dance-pop / EDM / Electropop / Eurodance ,"Не плачь, мам",0.0,1.0,0.0
4902249,Эллаи - Моя любовь (скрытые),Сателлит,Russian Pop / Эстрада / Russian Chanson,Летай,1.0,1.0,0.0
10028888,Кампания 2025-12-26,Сателлит,Dance-pop / EDM / Electropop / Eurodance ,Белая Фата,0.0,1.0,0.0
11563122,"Эллаи - Эллаи, Naya - Научи меня летать (скрытые) - слушатели",Эллаи,Хип-хоп / Поп-рэп / Рэп,Моя любовь,0.0,1.0,0.0
15618498,ALEX ANDREEV - I love you (скрытые),DAKENA,Поп/R&B,Жизнь игра,0.0,1.0,0.0
3317266,"Bahh Tee - Не плачь, мам (скрытые)",ALEX ANDREEV,Dance-pop / EDM / Electropop / Eurodance ,Кавказский груз,1.0,1.0,1.0
3210078,"Turken – Досрочно - базы - Россия, Казахстан, Беларусь (скрытые)",SAYAN,Хип-хоп / Поп-рэп / Рэп,Закрой мои глаза 2.0,0.0,1.0,0.0
3904031,"R.Zərgərli, С.Михайлов - Я пью тебя до дна (скрытые) - базы",Grivina,Dance-pop / EDM / Electropop / Eurodance ,Перед рассветом (Remix),0.0,1.0,0.0
12716663,Jazzdauren - Лаванда (скрытые),SAYAN,Russian Pop / Эстрада / Russian Chanson,Винчестер,0.0,1.0,0.0
4062377,Сателлит - Как же красива (скрытые),Стас Михайлов,Хип-хоп / Поп-рэп / Рэп,Закрой мои глаза,0.0,1.0,0.0
1934630,"Копия SAYAN, GLAZUR - Закрой мои глаза 2.0 (скрытые)",The Limba,Хип-хоп / Поп-рэп / Рэп,Ты не одна,0.0,1.0,0.0
3215022,DAKENA_Спишь?_ЦД,ALEX ANDREEV,Dance-pop / EDM / Electropop / Eurodance ,Грустные глаза,0.0,1.0,0.0
2206481,EMIN_Герои черно-белых фильмов_ЦД,EMIN,Поп/R&B,Перед рассветом (Remix),1.0,1.0,0.0
2329794,Сателлит - Не пара (скрытые) - похожие,Руслан Добрый,Поп/R&B,Не пара,0.0,1.0,0.0
7391018,Мохито - публикация 2 - клип (охватная),Руслан Добрый,Поп/R&B,Под бой курантов,0.0,1.0,0.0
12131238,Эллаи - Всех дороже (скрытые),Эллаи,Russian Pop / Эстрада / Russian Chanson,По следам любви,0.0,1.0,0.0
15559649,"The Limba – Винчестер - слушатели - Казахстан, Беларусь (скрытые)",NITI DILA,Поп/R&B,Перед рассветом (Remix),0.0,1.0,0.0
10799724,"SAYAN - Тот, кто (скрытые) - слушатели + подписчики",SAYAN,Dance-pop / EDM / Electropop / Eurodance ,Я тобой болен,0.0,1.0,0.0
7984973,Россия - EMIN - Жизнь игра - слушатели + подписчики  (скрытые),Grivina,Russian Pop / Эстрада / Russian Chanson,Нитками,0.0,1.0,0.0
704938,"Эллаи - Эллаи, Naya - Научи меня летать (скрытые) - подписчики",Эллаи & Naya,Поп/R&B,Летай,0.0,1.0,0.0
6595627,Мохито - Перед рассветом (Remix) (скрытые) - похожие,SAYAN,Поп/R&B,Жизнь игра,0.0,1.0,1.0
10643390,ВК - EMIN - Жизнь игра (премьерный),EMIN,Russian Pop / Эстрада / Russian Chanson,Жизнь игра,0.0,1.0,0.0
9408205,Nasty Babe - Патрики (скрытые) - похожие,Мохито & DJ DimixeR & TUSOVKA,Поп/R&B,Закрой мои глаза,0.0,1.0,0.0
154955,"Bahh Tee - Не плачь, мам (скрытые)",DAKENA,Поп/R&B,Перед рассветом (Remix),0.0,1.0,0.0
11684559,ЛСП - Герой,Turken,Хип-хоп / Поп-рэп / Рэп,Научи меня летать,0.0,1.0,0.0
8275288,Natami - Дура (премьерный пост),SAYAN,Russian Pop / Эстрада / Russian Chanson,О чем ты не спишь по ночам,0.0,1.0,0.0
1957211,V3.0 - EMIN - Жизнь игра - базы (скрытые),Grivina,Russian Pop / Эстрада / Russian Chanson,Нитками,0.0,1.0,0.0
3469982,Россия - EMIN - Жизнь игра - слушатели + подписчики  (скрытые),Bahh Tee,Поп/R&B,I love you,0.0,1.0,0.0
3235682,Grivina - Минимум (скрытые),DILARA,Dance-pop / EDM / Electropop / Eurodance ,I love you,0.0,1.0,0.0
15052331,Мохито - Перед рассветом Remix (скрытые) - базы позитив,Алсу & Ева Власова,Поп/R&B,Чат ДжиПиТи,0.0,0.0,0.0
2353058,"The Limba – Винчестер - слушатели - Казахстан, Беларусь (скрытые)",Виктор Антонов,Хип-хоп / Поп-рэп / Рэп,Не пара,0.0,1.0,0.0
7031576,Grivina - Минимум (скрытые),EMIN & Amanda Holden,Поп/R&B,Фиаско,0.0,1.0,0.0
14693517,EMIN - Зима (скрытые),HammAli & Navai,Russian Pop / Эстрада / Russian Chanson,Патрики,0.0,1.0,0.0
10825191,"С.Михайлов - R.Zərgərli, С.Михайлов - Я пью тебя до дна (скрытые) - слушатели",NITI DILA,Хип-хоп / Поп-рэп / Рэп,Мимолётная любовь,0.0,1.0,0.0
11634449,"Bahh Tee - Wallem, Bahh Tee - Последнее письмо (предмаркетинг)",DAKENA,Хип-хоп / Поп-рэп / Рэп,u wanna,0.0,1.0,0.0
6519534,Руки Вверх! - Новый год (скрытые),SAYAN,Поп/R&B,Мне тепло с тобою,0.0,1.0,0.0
1938906,JAVANI - Мимолётная любовь (скрытые) - базы (похожие),HAMMALI & Akmal',Russian Pop / Эстрада / Russian Chanson,Я тобой болен,0.0,1.0,0.0
8321154,v2 МУЗА - На грани (скрытые) - похожие артисты,Стас Михайлов,Russian Pop / Эстрада / Russian Chanson,Бросай курить,0.0,1.0,0.0
8092887,SAYAN - Гордая Remix (скрытые),EMIN,Russian Pop / Эстрада / Russian Chanson,Жизнь игра,0.0,1.0,0.0
4982052,Мохито - Перед рассветом (Remix) (скрытые) - похожие,The Limba,Russian Pop / Эстрада / Russian Chanson,Патрики,0.0,1.0,0.0
6018652,Сателлит - Не пара (скрытые) - базы (похожие),Стас Михайлов,Russian Pop / Эстрада / Russian Chanson,Моя любовь,0.0,1.0,0.0
11293707,Стас Михайлов - Летай (скрытые),Стас Михайлов,Хип-хоп / Поп-рэп / Рэп,Летай,0.0,1.0,0.0
14104058,SAYAN - Гордая (скрытые) - слушатели + базы,EMIN & Amanda Holden,Dance-pop / EDM / Electropop / Eurodance ,"Мой дом там, где ты",0.0,1.0,0.0
9099720,Idris & Leos - Боль и страх (скрытые),EMIN,Russian Pop / Эстрада / Russian Chanson,Герои черно-белых фильмов,0.0,1.0,0.0
2659026,Кампания 2025-12-26,Руки Вверх,Хип-хоп / Поп-рэп / Рэп,Парадокс,0.0,1.0,0.0
11607383,"EMIN, Amanda Holden - Somethin' Stupid - слушатели + подписчики  (скрытые)",HOVO,Поп/R&B,Обезболить,0.0,1.0,0.0
10117830,"SAYAN, GLAZUR - Закрой мои глаза 2.0 (скрытые)",SAYAN,Поп/R&B,Somethin' Stupid,0.0,1.0,1.0
9551819,Эллаи - Моя любовь (скрытые),Сателлит,Хип-хоп / Поп-рэп / Рэп,По следам любви,0.0,0.0,0.0
4344088,ВК - EMIN - Жизнь игра (премьерный),Idris & Leos & SHAMI,Поп/R&B,Снег,1.0,1.0,0.0
10716988,"Idris & Leos - SHAMI, Idris & Leos - Ты не одна - базы (скрытые)",SAYAN,Dance-pop / EDM / Electropop / Eurodance ,Струны,0.0,1.0,0.0
3150553,"Алсу, Ева Власова - Белая Фата - Ева Власова (скрытые)",Сателлит,Russian Pop / Эстрада / Russian Chanson,На репите,0.0,1.0,0.0
5257077,Марат Альборов - Другой не надо (скрытые),Мохито,Поп/R&B,Винчестер,0.0,1.0,0.0
10798539,Nasty Babe - Патрики (29.12.),The Limba,Поп/R&B,На репите,0.0,1.0,0.0
882764,Grivina - Дура (скрытые),EMIN,Поп/R&B,"Мой дом там, где ты",0.0,1.0,0.0
8638840,"Naya - Эллаи, Naya - Научи меня летать (скрытые) - подписчики",Эллаи & Naya,Поп/R&B,Парадокс,0.0,1.0,0.0
14755619,Turken - Лучше меня (скрытые),МУЗА,Хип-хоп / Поп-рэп / Рэп,Струны,1.0,1.0,0.0
13558961,v2 МУЗА - На грани (скрытые) - похожие артисты,The Limba,Хип-хоп / Поп-рэп / Рэп,Мне тепло с тобою,0.0,1.0,0.0
5281235,V3.0 - EMIN - Жизнь игра - базы (скрытые),EMIN,Хип-хоп / Поп-рэп / Рэп,О чем ты не спишь по ночам,0.0,1.0,0.0
8675893,"Idris & Leos - SHAMI, Idris & Leos - Ты не одна - базы (скрытые)",EMIN,Поп/R&B,Жизнь игра,1.0,1.0,0.0
82156,"Алсу, Ева Власова - Белая Фата - Алсу (скрытые)",Мохито & DJ DimixeR & TUSOVKA,Поп/R&B,Закрой мои глаза 2.0,0.0,1.0,0.0
1397569,"Эллаи - Эллаи, Naya - Научи меня летать (скрытые) - подписчики",Эллаи,Dance-pop / EDM / Electropop / Eurodance ,Летай,0.0,1.0,0.0
12276614,Копия Asammuell - Грустные глаза (скрытые) - базы треки,DAKENA,Хип-хоп / Поп-рэп / Рэп,Перед рассветом (Remix),0.0,1.0,0.0
5067321,DILARA - u wanna (скрытые),EMIN,Dance-pop / EDM / Electropop / Eurodance ,u wanna,1.0,1.0,0.0
1212483,"HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)  - подписчики",SAYAN,Хип-хоп / Поп-рэп / Рэп,Я тобой болен,0.0,1.0,0.0
14761150,Сателлит feat. Рина - По следам любви (скрытые) - слушатели + подписчики,Сателлит,Russian Pop / Эстрада / Russian Chanson,Я пью тебя до дна,0.0,1.0,1.0
13276241,"Эллаи - Эллаи, Naya - Научи меня летать (скрытые) - слушатели",Эллаи & Naya,Russian Pop / Эстрада / Russian Chanson,Летай,0.0,1.0,0.0
11386860,Idris & Leos - Боль и страх (скрытые),Виктор Антонов,Поп/R&B,Цепляет,0.0,1.0,0.0
10798603,Asammuell - Грустные глаза (скрытые) - слушатели + базы,Asammuell,Dance-pop / EDM / Electropop / Eurodance ,I love you,1.0,1.0,0.0
16133120,Эллаи - Парадокс (скрытые) - базы,Эллаи,Russian Pop / Эстрада / Russian Chanson,Летай,0.0,1.0,0.0
7812312,ОК - EMIN - Жизнь игра (премьерный),DAKENA,Поп/R&B,u wanna,0.0,1.0,0.0
1549428,MILAVA - Фиаско (скрытые),NITI DILA,Russian Pop / Эстрада / Russian Chanson,Перед рассветом (Remix),0.0,1.0,1.0
15429685,"The Limba – Винчестер - слушатели - Казахстан, Беларусь (скрытые)",Мохито,Russian Pop / Эстрада / Russian Chanson,На грани,0.0,1.0,0.0
3898992,"Bahh Tee - Не плачь, мам (скрытые)",DAKENA,Dance-pop / EDM / Electropop / Eurodance ,Спасибо,0.0,1.0,0.0
1724508,"Bahh Tee - Wallem, Bahh Tee - Последнее письмо (предмаркетинг)",Asammuell,Поп/R&B,Грустные глаза,0.0,1.0,0.0
12437913,EMIN_Герои черно-белых фильмов_ЦД (пред.цен.),EMIN,Dance-pop / EDM / Electropop / Eurodance ,Зима,0.0,1.0,0.0
5061932,EMIN_Герои черно-белых фильмов_ЦД (премьерный пост),DJ DimixeR,Dance-pop / EDM / Electropop / Eurodance ,О чем ты не спишь по ночам,0.0,1.0,0.0
12890772,Виктор Антонов - Мама (скрытые),SAYAN,Russian Pop / Эстрада / Russian Chanson,Закрой мои глаза,0.0,1.0,0.0
10801554,"С.Михайлов - R.Zərgərli, С.Михайлов - Я пью тебя до дна (скрытые) - слушатели",SEREBRO,Поп/R&B,Патрики,0.0,1.0,0.0
14135215,TUSOVKA - Перед рассветом (Remix) (премьерный),Стас Михайлов,Russian Pop / Эстрада / Russian Chanson,Патрики,0.0,1.0,0.0
12797090,"HammAli & Navai - HAMMALI - Мой дом там, где ты (скрытые)",Idris & Leos & SHAMI,Dance-pop / EDM / Electropop / Eurodance ,Нитками,0.0,1.0,0.0
8592353,EMIN - Зима (скрытые),EMIN,Russian Pop / Эстрада / Russian Chanson,Герои черно-белых фильмов,0.0,1.0,0.0
2486436,"HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)  - базы",EMIN,Dance-pop / EDM / Electropop / Eurodance ,u wanna,0.0,1.0,0.0
2080937,NITI DILA - Мне тепло с тобою (скрытые) - похожие,The Limba,Russian Pop / Эстрада / Russian Chanson,Мама,0.0,1.0,0.0
4786475,TUSOVKA - Перед рассветом (Remix) (скрытые),Сателлит,Хип-хоп / Поп-рэп / Рэп,По следам любви,0.0,1.0,0.0
7932814,NITI DILA - Мне тепло с тобою (скрытые) - похожие,Idris & Leos & SHAMI,Поп/R&B,Это не женщина 2.0,0.0,1.0,0.0
11036578,Natami - Дура (премьерный пост),Jazzdauren,Хип-хоп / Поп-рэп / Рэп,Снег идёт,0.0,1.0,0.0
1307640,Idris & Leos - Обезболить (скрытые) - базы,Jazzdauren,Поп/R&B,Мимолётная любовь,0.0,1.0,0.0
16134830,Idris & Leos - Я тобой болен (скрытые),R.Zərgərli & С.Михайлов,Поп/R&B,Жизнь игра,0.0,1.0,0.0
7809120,Стас Михайлов_Летай_ОХВ (предмаркетинг),Эллаи,Поп/R&B,Винчестер,0.0,1.0,1.0
9643218,Bahh Tee - Спасибо (скрытые),Asammuell,Russian Pop / Эстрада / Russian Chanson,Спасибо,1.0,1.0,0.0
9757826,"Wallem - Wallem, Bahh Tee - Последнее письмо (предмаркетинг)",Виктор Антонов,Хип-хоп / Поп-рэп / Рэп,"Тот, кто",0.0,1.0,0.0
7778434,"Turken – Досрочно - базы - Россия, Казахстан, Беларусь (скрытые)",SAYAN,Russian Pop / Эстрада / Russian Chanson,Патрики,0.0,1.0,0.0
16555662,"Эллаи - Эллаи, Naya - Научи меня летать (скрытые) - базы",Стас Михайлов,Хип-хоп / Поп-рэп / Рэп,Парадокс,0.0,1.0,0.0
8292661,DAKENA_Спишь?_ОХВ,DAKENA,Russian Pop / Эстрада / Russian Chanson,Грустные глаза,0.0,1.0,0.0
9584856,DAKENA_Спишь?_РЕТ,EMIN,Хип-хоп / Поп-рэп / Рэп,Манифест,0.0,1.0,0.0
424234,Nasty Babe - Патрики (29.12.),SAYAN,Поп/R&B,Жизнь игра,0.0,1.0,0.0
9177786,NAKHAT - На репите (скрытые) - подписчики + похожие,EMIN & Amanda Holden,Хип-хоп / Поп-рэп / Рэп,Обезболить,0.0,1.0,0.0
16632078,"Wallem - Wallem, Bahh Tee - Последнее письмо (предмаркетинг)",Мохито & DJ DimixeR & TUSOVKA,Russian Pop / Эстрада / Russian Chanson,По следам любви,0.0,1.0,0.0
15134553,Эллаи - Парадокс  (скрытые) - слушатели + подписчики,Эллаи & Naya,Russian Pop / Эстрада / Russian Chanson,Летай,0.0,1.0,0.0
8793154,NITI DILA - Мне тепло с тобою (скрытые),The Limba,Хип-хоп / Поп-рэп / Рэп,Крепко обнять,0.0,1.0,0.0
16192650,"Те100стерон - Те100стерон, DJ DimixeR - Это не женщина 2.0 (скрытые)",DILARA,Dance-pop / EDM / Electropop / Eurodance ,Гирлянда,1.0,0.0,0.0
8560162,SAYAN - Закрой мои глаза (скрытые) от 26.03,R.Zərgərli & С.Михайлов,Поп/R&B,Амина,0.0,1.0,0.0
11736948,Мохито - публикация 2 - клип (охватная),Мохито & DJ DimixeR & TUSOVKA,Хип-хоп / Поп-рэп / Рэп,Не пара,0.0,1.0,0.0
1116568,Asammuell - Грустные глаза (скрытые) - базы треки,ALEX ANDREEV,Russian Pop / Эстрада / Russian Chanson,Грустные глаза,0.0,1.0,0.0
14359434,"Эллаи - Эллаи, Naya - Научи меня летать (скрытые) - подписчики",Эллаи & Naya,Russian Pop / Эстрада / Russian Chanson,Научи меня летать,0.0,1.0,0.0
1680071,HOVO - Снег (скрытые),EMIN,Dance-pop / EDM / Electropop / Eurodance ,Перед рассветом (Remix),0.0,1.0,0.0
1058423,"EMIN, Amanda Holden - Somethin' Stupid - слушатели + подписчики  (скрытые)",HAMMALI & Akmal',Russian Pop / Эстрада / Russian Chanson,Мимолётная любовь,0.0,1.0,0.0
4905899,"V2.0 - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)  - слушатели",Idris & Leos,Хип-хоп / Поп-рэп / Рэп,Мимолётная любовь,0.0,1.0,0.0
6815324,Мохито - Перед рассветом (Remix) (скрытые),Мохито,Поп/R&B,Бросай курить,0.0,1.0,0.0
3477805,Мохито - Перед рассветом Remix (скрытые) - базы позитив,SAYAN & GLAZUR,Russian Pop / Эстрада / Russian Chanson,Я пью тебя до дна,1.0,1.0,0.0
7293018,NITI DILA - Мне тепло с тобою (премьерный),Мохито,Поп/R&B,Жизнь игра,0.0,1.0,0.0
4959118,Сателлит feat. Рина - По следам любви (скрытые) - похожие,Виктор Антонов,Dance-pop / EDM / Electropop / Eurodance ,Белая Фата,1.0,1.0,0.0
2840173,Копия SAYAN - Бросай курить (скрытые),R.Zərgərli & С.Михайлов,Поп/R&B,Манифест,0.0,1.0,0.0
10718839,ALEX ANDREEV - I love you (скрытые),ALEX ANDREEV,Dance-pop / EDM / Electropop / Eurodance ,Кавказский груз,0.0,0.0,0.0
10623011,Grivina - Пьяная (скрытые),EMIN,Russian Pop / Эстрада / Russian Chanson,Манифест,0.0,1.0,0.0
3343505,"The Limba – Винчестер - слушатели - Казахстан, Беларусь (скрытые)",SEREBRO,Хип-хоп / Поп-рэп / Рэп,Белая Фата,0.0,1.0,0.0
14293321,Марат Альборов - Другой не надо (скрытые),Эллаи,Хип-хоп / Поп-рэп / Рэп,Летай,0.0,1.0,1.0
7967597,Кампания 2025-12-26,SAYAN,Поп/R&B,О чем ты не спишь по ночам,0.0,1.0,1.0
14626571,EMIN_Герои черно-белых фильмов_ЦД2,DAKENA,Dance-pop / EDM / Electropop / Eurodance ,Перед рассветом (Remix),0.0,1.0,0.0
8252892,МУЗА - На грани (скрытые) - похожие артисты,Алсу & Ева Власова,Поп/R&B,Гордая Remix,0.0,1.0,0.0
5867485,V3.0 - EMIN - Жизнь игра - базы (скрытые),NITI DILA,Поп/R&B,Мимолётная любовь,0.0,1.0,0.0
9309332,Nasty Babe - Патрики (премьерный),EMIN,Dance-pop / EDM / Electropop / Eurodance ,Перед рассветом (Remix),0.0,1.0,0.0
10983990,Эллаи - Парадокс (скрытые) - базы,Эллаи,Хип-хоп / Поп-рэп / Рэп,Не пара,0.0,1.0,0.0
10461657,JAVANI - Мимолётная любовь (скрытые) - похожие,Виктор Антонов,Поп/R&B,Манифест,0.0,1.0,0.0
12971351,ж 24-45 - NITI DILA - Манифест (скрытые) - слушатели,NAKHAT,Поп/R&B,Боль и страх,0.0,1.0,0.0
